id,Date,Measure,Count,Reporting,Missing
1286,2021-05-16,Staff.Initiated,103516,17,"Alaska, Arizona, Arkansas, Delaware, Florida
1287, Hawaii, Idaho, Illinois, Indiana, Iowa
1288, Kentucky, Louisiana, Maine, Michigan, Mississippi
1289, Missouri, Montana, Nebraska, Nevada, New Hampshire
1290, New Mexico, New York, North Dakota, Oklahoma, Oregon
1291, Rhode Island, South Carolina, South Dakota, Tennessee, Texas
1292, Utah, Vermont, Wisconsin, Wyoming, ICE
1293, District of Columbia"
1294,2021-05-23,Staff.Initiated,105609,18,"Alaska, Arizona, Arkansas, Florida, Hawaii
1295, Idaho, Illinois, Indiana, Iowa, Kentucky
1296, Louisiana, Maine, Michigan, Mississippi, Missouri
1297, Montana, Nebraska, Nevada, New Hampshire, New Mexico
1298, New York, North Dakota, Oklahoma, Oregon, Rhode Island
1299, South Carolina, South Dakota, Tennessee, Texas, Utah
1300, Vermont, Wisconsin, Wyoming, ICE, District of Columbia"
1301,2021-05-30,Staff.Initiated,106140,17,"Alaska, Arizona, Arkansas, Delaware, Florida
1302, Hawaii, Idaho, Illinois, Indiana, Iowa
1303, Kentucky, Louisiana, Maine, Michigan, Mississippi
1304, Missouri, Montana, Nebraska, Nevada, New Hampshire
1305, New Mexico, New York, North Dakota, Oklahoma, Oregon
1306, Rhode Island, South Carolina, South Dakota, Tennessee, Texas
1307, Utah, Vermont, Wisconsin, Wyoming, ICE
1308, District of Columbia"
1309,2021-06-06,Staff.Initiated,107696,17,"Alaska, Arizona, Arkansas, Delaware, Florida
1310, Hawaii, Idaho, Illinois, Indiana, Iowa
1311, Kentucky, Louisiana, Maine, Michigan, Mississippi
1312, Missouri, Montana, Nebraska, Nevada, New Hampshire
1313, New Mexico, New York, North Dakota, Oklahoma, Oregon
1314, Rhode Island, South Carolina, South Dakota, Tennessee, Texas
1315, Utah, Vermont, Wisconsin, Wyoming, ICE
1316, District of Columbia"
1317,2021-06-13,Staff.Initiated,109305,18,"Alaska, Arizona, Arkansas, Florida, Hawaii
1318, Idaho, Illinois, Indiana, Iowa, Kentucky
1319, Louisiana, Maine, Michigan, Mississippi, Missouri
1320, Montana, Nebraska, Nevada, New Hampshire, New Mexico
1321, New York, North Dakota, Oklahoma, Oregon, Rhode Island
1322, South Carolina, South Dakota, Tennessee, Texas, Utah
1323, Vermont, Wisconsin, Wyoming, ICE, District of Columbia"
1324,2021-06-20,Staff.Initiated,109733,18,"Alaska, Arizona, Arkansas, Florida, Hawaii
1325, Idaho, Illinois, Indiana, Iowa, Kentucky
1326, Louisiana, Maine, Michigan, Mississippi, Missouri
1327, Montana, Nebraska, Nevada, New Hampshire, New Mexico
1328, New York, North Dakota, Oklahoma, Oregon, Rhode Island
1329, South Carolina, South Dakota, Tennessee, Texas, Utah
1330, Vermont, Wisconsin, Wyoming, ICE, District of Columbia"
1331,2021-06-27,Staff.Initiated,109932,18,"Alaska, Arizona, Arkansas, Florida, Hawaii
1332, Idaho, Illinois, Indiana, Iowa, Kentucky
1333, Louisiana, Maine, Michigan, Mississippi, Missouri
1334, Montana, Nebraska, Nevada, New Hampshire, New Mexico
1335, New York, North Dakota, Oklahoma, Oregon, Rhode Island
1336, South Carolina, South Dakota, Tennessee, Texas, Utah
1337, Vermont, Wisconsin, Wyoming, ICE, District of Columbia"
1338,2021-07-04,Staff.Initiated,110523,18,"Alaska, Arizona, Arkansas, Florida, Hawaii
1339, Idaho, Illinois, Indiana, Iowa, Kentucky
1340, Louisiana, Maine, Michigan, Mississippi, Missouri
1341, Montana, Nebraska, Nevada, New Hampshire, New Mexico
1342, New York, North Dakota, Oklahoma, Oregon, Rhode Island
1343, South Carolina, South Dakota, Tennessee, Texas, Utah
1344, Vermont, Wisconsin, Wyoming, ICE, District of Columbia"
1345,2021-07-11,Staff.Initiated,110730,18,"Alaska, Arizona, Arkansas, Florida, Hawaii
1346, Idaho, Illinois, Indiana, Iowa, Kentucky
1347, Louisiana, Maine, Michigan, Mississippi, Missouri
1348, Montana, Nebraska, Nevada, New Hampshire, New Mexico
1349, New York, North Dakota, Oklahoma, Oregon, Rhode Island
1350, South Carolina, South Dakota, Tennessee, Texas, Utah
1351, Vermont, Wisconsin, Wyoming, ICE, District of Columbia"
1352,2021-07-18,Staff.Initiated,109378,17,"Alaska, Arizona, Arkansas, Florida, Georgia
1353, Hawaii, Idaho, Illinois, Indiana, Iowa
1354, Kentucky, Louisiana, Maine, Michigan, Mississippi
1355, Missouri, Montana, Nebraska, Nevada, New Hampshire
1356, New Mexico, New York, North Dakota, Oklahoma, Oregon
1357, Rhode Island, South Carolina, South Dakota, Tennessee, Texas
1358, Utah, Vermont, Wisconsin, Wyoming, ICE
1359, District of Columbia"
1360,2021-07-25,Staff.Initiated,109459,17,"Alaska, Arizona, Arkansas, Florida, Georgia
1361, Hawaii, Idaho, Illinois, Indiana, Iowa
1362, Kentucky, Louisiana, Maine, Michigan, Mississippi
1363, Missouri, Montana, Nebraska, Nevada, New Hampshire
1364, New Mexico, New York, North Dakota, Oklahoma, Oregon
1365, Rhode Island, South Carolina, South Dakota, Tennessee, Texas
1366, Utah, Vermont, Wisconsin, Wyoming, ICE
1367, District of Columbia"
1368,2021-08-01,Staff.Initiated,109623,17,"Alaska, Arizona, Arkansas, Florida, Georgia
1369, Hawaii, Idaho, Illinois, Indiana, Iowa
1370, Kentucky, Louisiana, Maine, Michigan, Mississippi
1371, Missouri, Montana, Nebraska, Nevada, New Hampshire
1372, New Mexico, New York, North Dakota, Oklahoma, Oregon
1373, Rhode Island, South Carolina, South Dakota, Tennessee, Texas
1374, Utah, Vermont, Wisconsin, Wyoming, ICE
1375, District of Columbia"
1376,2021-08-08,Staff.Initiated,110119,17,"Alaska, Arizona, Arkansas, Florida, Georgia
1377, Hawaii, Idaho, Illinois, Indiana, Iowa
1378, Kentucky, Louisiana, Maine, Michigan, Mississippi
1379, Missouri, Montana, Nebraska, Nevada, New Hampshire
1380, New Mexico, New York, North Dakota, Oklahoma, Oregon
1381, Rhode Island, South Carolina, South Dakota, Tennessee, Texas
1382, Utah, Vermont, Wisconsin, Wyoming, ICE
1383, District of Columbia"
1384,2021-08-15,Staff.Initiated,110851,17,"Alaska, Arizona, Arkansas, Florida, Georgia
1385, Hawaii, Idaho, Illinois, Indiana, Iowa
1386, Kentucky, Louisiana, Maine, Michigan, Mississippi
1387, Missouri, Montana, Nebraska, Nevada, New Hampshire
1388, New Mexico, New York, North Dakota, Oklahoma, Oregon
1389, Rhode Island, South Carolina, South Dakota, Tennessee, Texas
1390, Utah, Vermont, Wisconsin, Wyoming, ICE
1391, District of Columbia"
1392,2021-08-22,Staff.Initiated,111738,17,"Alaska, Arizona, Arkansas, Florida, Georgia
1393, Hawaii, Idaho, Illinois, Indiana, Iowa
1394, Kentucky, Louisiana, Maine, Michigan, Mississippi
1395, Missouri, Montana, Nebraska, Nevada, New Hampshire
1396, New Mexico, New York, North Dakota, Oklahoma, Oregon
1397, Rhode Island, South Carolina, South Dakota, Tennessee, Texas
1398, Utah, Vermont, Wisconsin, Wyoming, ICE
1399, District of Columbia"
1400,2021-08-29,Staff.Initiated,112375,16,"Alaska, Arizona, Arkansas, Delaware, Florida
1401, Georgia, Hawaii, Idaho, Illinois, Indiana
1402, Iowa, Kentucky, Louisiana, Maine, Michigan
1403, Mississippi, Missouri, Montana, Nebraska, Nevada
1404, New Hampshire, New Mexico, New York, North Dakota, Oklahoma
1405, Oregon, Rhode Island, South Carolina, South Dakota, Tennessee
1406, Texas, Utah, Vermont, Wisconsin, Wyoming
1407, ICE, District of Columbia"
1408,2021-09-05,Staff.Initiated,114582,16,"Alaska, Arizona, Arkansas, Delaware, Florida
1409, Georgia, Hawaii, Idaho, Illinois, Indiana
1410, Iowa, Kentucky, Louisiana, Maine, Michigan
1411, Mississippi, Missouri, Montana, Nebraska, Nevada
1412, New Hampshire, New Mexico, New York, North Dakota, Oklahoma
1413, Oregon, Rhode Island, South Carolina, South Dakota, Tennessee
1414, Texas, Utah, Vermont, Wisconsin, Wyoming
1415, ICE, District of Columbia"
1416,2021-09-12,Staff.Initiated,116149,16,"Alaska, Arizona, Arkansas, Delaware, Florida
1417, Georgia, Hawaii, Idaho, Illinois, Indiana
1418, Iowa, Kentucky, Louisiana, Maine, Michigan
1419, Mississippi, Missouri, Montana, Nebraska, Nevada
1420, New Hampshire, New Mexico, New York, North Dakota, Oklahoma
1421, Oregon, Rhode Island, South Carolina, South Dakota, Tennessee
1422, Texas, Utah, Vermont, Wisconsin, Wyoming
1423, ICE, District of Columbia"
